Amino.Acid,Iupred.score,ANN,PSSM,SVM,Consensus,normalization,SiteNum,Set,Response
S,0.750527,0.087,-0.219,-1.146,-0.426,0.023026316,1571,train,0
S,0.750527,0.092,-0.332,-1.485,-0.575,0.002390438,377,test,NA
S,0.750527,0.1,-0.271,-1.425,-0.532,9.98004e-4,1879,train,0
S,0.750527,0.107,-0.304,-0.938,-0.378,0.071038251,2574,train,0
S,0.750527,0.121,0.115,-1.276,-0.347,0.032921811,446,train,0
S,0.750527,0.122,-0.072,-0.713,-0.221,0.003992016,2090,train,0
S,0.750527,0.135,-0.259,-1.108,-0.411,0.007267442,154,train,0
S,0.750527,0.143,-0.234,-1.118,-0.403,0.001030928,2211,train,0
S,0.750527,0.176,0.118,-0.837,-0.181,0.013605442,2579,train,0
S,0.750527,0.204,0.175,-0.751,-0.124,0.017006803,389,train,0
S,0.750527,0.36,0.536,-0.172,0.241,0.013620885,1977,train,0
S,0.750527,0.391,0.565,-0.252,0.235,0.034574468,1551,test,NA
S,0.750527,0.544,0.706,0.216,0.489,0.006276151,1327,train,0
S,0.750527,0.844,1.11,0.831,0.928,0.038251366,3452,test,NA
S,0.750527,0.925,1.385,1.508,1.273,0.052173913,2979,train,0
S,0.754692,0.028,-0.47,-1.752,-0.731,0.010152284,331,train,0
S,0.754692,0.029,-0.229,-1.634,-0.611,0.002270148,1966,test,NA
S,0.754692,0.115,-0.33,-1.16,-0.458,0.012903226,3331,test,NA
S,0.754692,0.138,-0.141,-1.335,-0.446,0.024911032,3454,test,NA
S,0.754692,0.183,0.072,-0.892,-0.212,0.114864865,795,train,0
S,0.754692,0.192,0.178,-0.712,-0.114,0.003225806,903,train,0
S,0.754692,0.197,-0.309,-1.094,-0.402,0.0625,825,train,0
S,0.754692,0.251,-0.179,-0.916,-0.281,7.07214e-4,162,train,0
S,0.754692,0.487,0.145,-0.378,0.085,0.034482759,2177,train,0
S,0.759478,0.051,-0.319,-1.859,-0.709,0.034883721,3084,train,0
S,0.759478,0.079,-0.293,-1.478,-0.564,0.050798258,2919,train,0
S,0.759478,0.196,0.01,-0.759,-0.184,0.006756757,1515,train,0
S,0.759478,0.294,-0.024,-0.514,-0.081,0.02970297,506,train,0
S,0.759478,0.638,0.42,-0.137,0.307,0.001612903,3526,train,0
S,0.759478,0.781,1.11,0.692,0.861,0.01986755,168,test,NA
S,0.759478,0.843,0.968,0.833,0.881,0.003123606,3077,train,0
S,0.759478,0.897,1.138,1.032,1.022,0.107142857,3008,train,1
S,0.759478,0.93,1.653,1.477,1.353,0.25,3536,train,1
S,0.7595,0.147,-0.273,-1.067,-0.398,0.002587322,2784,test,NA
S,0.76285,0.026,-0.267,-1.833,-0.691,0.002403846,1364,train,0
S,0.76285,0.027,-0.611,-1.756,-0.78,0.115079365,1641,train,0
S,0.76285,0.044,-0.449,-1.731,-0.712,0.002906977,2194,train,0
S,0.76285,0.062,0.475,-1,-0.154,0.046263345,1699,test,NA
S,0.76285,0.082,-0.264,-1.353,-0.512,0.007874016,930,train,0
S,0.76285,0.115,-0.04,-1.153,-0.359,0.001897533,583,train,0
S,0.76285,0.117,-0.238,-1.072,-0.398,0.06010929,3088,train,0
S,0.76285,0.151,-0.382,-1.002,-0.411,0.01369863,2982,train,0
S,0.76285,0.174,-0.104,-0.744,-0.225,0.029661017,1211,train,0
S,0.76285,0.191,-0.166,-0.835,-0.27,0.112244898,2052,test,NA
S,0.76285,0.191,-0.177,-1.078,-0.355,0.015503876,983,train,0
S,0.76285,0.218,-0.111,-0.384,-0.092,0.002173913,2999,train,0
S,0.76285,0.304,0.001,-0.448,-0.048,0.068493151,1857,train,0
S,0.76285,0.327,0.557,-0.14,0.248,0.003575685,896,train,0
S,0.76285,0.391,0.565,-0.252,0.235,0.063636364,3605,train,0
S,0.76285,0.391,0.565,-0.252,0.235,0.13,497,train,0
S,0.76285,0.587,0.341,-0.038,0.297,0.012594458,817,train,0
S,0.76285,0.678,1.029,0.759,0.822,0.002375297,240,train,0
S,0.767246,0.061,-0.292,-1.575,-0.602,7.07214e-4,511,train,0
S,0.767246,0.066,-0.229,-1.407,-0.523,0.003623188,2560,test,NA
S,0.767246,0.077,-0.142,-1.109,-0.391,0.008064516,1874,train,0
S,0.767246,0.078,-0.282,-1.187,-0.464,0.083333333,1465,test,NA
S,0.767246,0.081,-0.252,-1.477,-0.549,0.002390438,2384,train,0
S,0.767246,0.084,-0.15,-1.382,-0.483,0.007936508,816,train,0
S,0.767246,0.134,0.03,-0.909,-0.248,0.010869565,47,train,0
S,0.767246,0.158,-0.093,-1.152,-0.362,0.127272727,2425,train,0
S,0.767246,0.171,0.118,-1,-0.237,0.183908046,2576,train,0
S,0.767246,0.19,-0.033,-0.855,-0.233,0.010204082,1779,train,0
S,0.767246,0.195,0.253,-0.609,-0.054,0.026737968,204,train,0
S,0.767246,0.204,0.036,-0.993,-0.251,0.004065041,2035,train,0
S,0.767246,0.225,0.238,-0.647,-0.061,0.002118644,2264,train,0
S,0.767246,0.329,-0.022,-0.695,-0.129,0.031798246,1386,train,0
S,0.767246,0.66,0.754,0.471,0.628,0.171428571,3079,train,1
S,0.767246,0.701,0.983,0.516,0.733,0.007978723,971,train,0
S,0.76725,0.058,-0.259,-1.424,-0.542,0.005037783,502,train,0
S,0.771762,0.054,-0.604,-1.36,-0.637,0.17161017,2584,train,0
S,0.771762,0.09,-0.019,-1.291,-0.407,0.004504505,2262,train,0
S,0.771762,0.119,-0.482,-1.145,-0.503,0.004694836,2809,test,NA
S,0.771762,0.149,-0.131,-1.189,-0.39,7.07214e-4,1645,train,0
S,0.771762,0.207,-0.127,-1.297,-0.406,0.02173913,2657,train,0
S,0.771762,0.209,0.633,-0.602,0.08,0.002061856,158,train,1
S,0.771762,0.218,0.005,-0.683,-0.153,0.001053741,2836,train,0
S,0.771762,0.219,-0.191,-1.138,-0.37,0.02,2842,train,0
S,0.771762,0.582,0.581,0.064,0.409,0.01497006,291,train,1
S,0.771762,0.921,1.378,1,1.1,0.260869565,263,test,NA
S,0.775545,0.051,-0.487,-1.437,-0.624,0.008695652,3108,train,0
S,0.775545,0.064,-0.092,-1.67,-0.566,8.3682e-4,2138,test,NA
S,0.775545,0.094,-0.344,-1.251,-0.5,0.055232558,184,train,0
S,0.775545,0.128,-0.131,-1.013,-0.339,0.00610998,1023,train,0
S,0.775545,0.153,-0.096,-0.957,-0.3,0.007874016,2669,train,0
S,0.775545,0.18,-0.05,-0.601,-0.157,0.004132231,3629,train,0
S,0.775545,0.202,-0.085,-0.889,-0.257,0.00407332,3126,train,0
S,0.775545,0.268,-0.09,-0.806,-0.209,0.032128514,1909,train,0
S,0.775545,0.322,-0.08,-0.657,-0.138,0.003401361,1342,test,NA
S,0.775545,0.324,0.239,-0.822,-0.086,0.024045262,1260,train,0
S,0.775545,0.901,1.37,0.954,1.075,0.097804391,2411,train,0
S,0.77555,0.212,-0.054,-0.765,-0.202,0.025188917,515,train,0
S,0.779859,0.044,-0.432,-1.545,-0.644,0.00334728,1588,train,0
S,0.779859,0.054,-0.42,-1.613,-0.66,0.010869565,423,train,0
S,0.779859,0.147,0.006,-0.704,-0.184,0.004115226,1560,train,0
S,0.779859,0.183,0.338,-0.316,0.068,0.024193548,334,train,0
S,0.779859,0.254,0.042,-0.487,-0.064,0.00106082,707,train,0
S,0.779859,0.552,0.395,-0.012,0.312,0.002150538,1691,train,0
S,0.779859,0.855,1.46,1,1.105,0.067010309,1051,train,1
S,0.7799,0.303,-0.265,-0.897,-0.286,0.038809832,3593,train,0
S,0.7799,0.898,1.534,1.159,1.197,0.063091483,1929,test,NA
S,0.784345,0.03,-0.507,-1.897,-0.791,0.006451613,3447,train,0
S,0.784345,0.033,-0.575,-2.246,-0.929,0.0395189,2915,train,0
S,0.784345,0.041,0.014,-1.22,-0.388,0.183870968,1424,train,0
S,0.784345,0.061,-0.309,-1.577,-0.608,0.029288703,996,train,0
S,0.784345,0.083,-0.552,-1.525,-0.665,0.051886792,1003,test,NA
S,0.784345,0.087,-0.104,-1.087,-0.368,0.001030928,131,train,0
S,0.784345,0.097,-0.199,-1.472,-0.525,0.009868421,1197,train,0
S,0.784345,0.115,-0.23,-1.084,-0.4,0.003610108,3059,train,0
S,0.784345,0.117,-0.172,-1.107,-0.387,0.001612903,2910,train,0
S,0.784345,0.156,-0.301,-0.847,-0.331,0.010978044,2409,train,0
S,0.784345,0.184,-0.006,-0.527,-0.116,0.004889976,2404,train,0
S,0.784345,0.195,-0.169,-0.669,-0.214,0.01996008,2103,train,0
S,0.784345,0.212,-0.333,-0.889,-0.337,0.001897533,2961,train,0
S,0.784345,0.261,-0.12,-0.597,-0.152,0.047619048,37,train,0
S,0.784345,0.358,0.809,-0.136,0.344,0.046321526,1136,train,0
S,0.784345,0.406,-0.026,-0.573,-0.064,0.004889976,3308,train,0
S,0.784345,0.438,0.264,-0.421,0.094,8.3682e-4,1553,test,NA
S,0.784345,0.493,0.984,0.029,0.502,0.054101839,271,train,0
S,0.784345,0.508,0.205,-0.257,0.152,0.12,2412,train,0
S,0.788093,0.017,-0.367,-2.075,-0.808,0.005154639,3705,test,NA
S,0.788093,0.037,-0.479,-1.663,-0.702,0.083333333,3427,train,0
S,0.788093,0.043,-0.324,-1.679,-0.653,0.004504505,710,train,0
S,0.788093,0.052,-0.488,-1.198,-0.545,0.003889675,637,train,0
S,0.788093,0.079,-0.208,-1.419,-0.516,0.010204082,449,train,0
S,0.788093,0.089,-0.279,-1.453,-0.548,7.07214e-4,278,train,0
S,0.788093,0.104,-0.324,-1.318,-0.513,0.019354839,1068,train,0
S,0.788093,0.113,-0.459,-1.17,-0.505,0.4,3090,test,NA
S,0.788093,0.117,-0.156,-1.537,-0.525,0.088709677,2352,train,0
S,0.788093,0.12,-0.313,-1.221,-0.471,0.021352313,3324,train,0
S,0.788093,0.302,0.129,-0.842,-0.137,0.004301075,2216,train,0
S,0.788093,0.417,0.234,-0.57,0.027,0.002150538,2535,train,0
S,0.788093,0.418,0.026,-0.358,0.029,0.003623188,465,train,0
S,0.788093,0.555,0.394,-0.146,0.268,0.002475248,3428,train,0
S,0.788093,0.589,0.912,0.288,0.596,0.016666667,909,train,0
S,0.788093,0.826,1.191,0.49,0.836,0.003401361,1411,train,0
S,0.788093,0.915,1.537,1.339,1.264,0.042780749,3647,test,NA
S,0.7881,0.048,-0.225,-1.7,-0.626,0.032769556,3483,train,0
S,0.7881,0.625,0.459,0.033,0.372,0.006309148,2774,train,0
S,0.791621,0.043,-0.455,-1.446,-0.619,0.004545455,673,train,0
S,0.791621,0.071,-0.502,-1.438,-0.623,0.010608204,3424,train,0
S,0.791621,0.087,-0.276,-1.427,-0.539,0.01369863,622,train,0
S,0.791621,0.087,-0.347,-1.221,-0.494,0.01369863,348,train,0
S,0.791621,0.094,-0.211,-1.29,-0.469,7.96813e-4,2752,train,0
S,0.791621,0.103,-0.239,-1.168,-0.435,0.002673797,2159,test,NA
S,0.791621,0.106,-0.189,-0.969,-0.351,0.005347594,942,train,0
S,0.791621,0.119,-0.16,-0.808,-0.283,0.008064516,1257,train,0
S,0.791621,0.134,-0.091,-0.919,-0.292,7.96813e-4,977,train,0
S,0.791621,0.176,0.554,-0.806,-0.025,0.00106082,2586,train,0
S,0.791621,0.226,-0.059,-1.164,-0.332,0.004504505,434,train,0
S,0.791621,0.32,0.159,-0.738,-0.086,0.00106082,3470,train,0
S,0.791621,0.395,0.415,-0.053,0.252,0.054778555,3179,train,0
S,0.795062,0.017,-0.66,-2.249,-0.964,0.066889632,2007,train,0
S,0.795062,0.027,-0.624,-1.99,-0.862,0.004115226,2932,train,0
S,0.795062,0.031,-0.625,-1.645,-0.746,0.059593023,312,train,0
S,0.795062,0.096,-0.191,-0.743,-0.279,0.012403101,2290,train,0
S,0.795062,0.133,0.116,-1.098,-0.283,0.012396694,826,test,NA
S,0.795062,0.142,0.011,-0.857,-0.235,0.013157895,2512,train,0
S,0.795062,0.151,-0.032,-1.011,-0.297,0.00238379,3531,train,0
S,0.795062,0.28,-0.028,-0.479,-0.076,0.02739726,913,train,0
S,0.795062,0.382,0.161,-0.403,0.047,0.162790698,220,train,0
S,0.795062,0.458,0.323,-0.249,0.177,0.003992016,1624,test,NA
S,0.795062,0.492,0.908,-0.192,0.403,0.047785548,2924,train,0
S,0.795062,0.648,0.489,0.276,0.471,0.002390438,2136,test,NA
S,0.795062,0.858,1.594,1.181,1.211,0.441624366,1979,train,1
S,0.795062,0.862,1.396,1.281,1.18,0.003401361,2561,train,1
S,0.7951,0.125,-0.046,-1.152,-0.358,6.46831e-4,366,test,NA
S,0.7951,0.375,0.378,-0.253,0.167,0.008928571,2114,train,0
S,0.7982,0.808,1.132,0.497,0.812,0.021345408,2890,train,0
S,0.7982,0.919,1.834,1.291,1.348,0.28012685,2481,train,1
S,0.798249,0.037,-0.559,-1.933,-0.818,0.008264463,856,train,0
S,0.798249,0.041,-0.41,-2.215,-0.861,0.007751938,3498,train,0
S,0.798249,0.055,-0.316,-1.204,-0.488,0.071428571,3528,test,NA
S,0.798249,0.073,-0.422,-1.381,-0.577,0.015936255,1155,test,NA
S,0.798249,0.082,-0.375,-1.329,-0.541,0.019123506,337,test,NA
S,0.798249,0.089,-0.389,-1.481,-0.594,0.003984064,3719,train,0
S,0.798249,0.106,-0.217,-1.017,-0.376,0.015748032,3504,train,0
S,0.798249,0.473,0.734,0.04,0.416,3.47464e-4,3241,train,0
S,0.798249,0.615,0.451,0.026,0.364,0.007874016,1442,train,0
S,0.8013,0.198,-0.067,-0.709,-0.193,0.001940492,557,train,0
S,0.801317,0.022,-0.568,-2.319,-0.955,0.003225806,1613,train,0
S,0.801317,0.077,-0.299,-1.519,-0.58,0.004237288,476,test,NA
S,0.801317,0.133,-0.16,-1.107,-0.378,0.011111111,3607,train,0
S,0.801317,0.177,-0.089,-0.64,-0.184,0.080071174,815,train,0
S,0.801317,0.202,0.093,-0.787,-0.164,0.076142132,890,train,0
S,0.801317,0.273,-0.07,-0.265,-0.021,0.001451379,2838,train,0
S,0.801317,0.282,0.328,-0.539,0.024,0.003100775,2410,train,0
S,0.801317,0.376,0.405,-0.66,0.04,0.037974684,505,train,0
S,0.801317,0.461,0.263,-0.222,0.167,0.001451379,23,train,0
S,0.801317,0.505,0.844,0.235,0.528,0.025773196,1989,train,0
S,0.805,0.132,0.531,-0.889,-0.075,0.026427061,1784,train,0
S,0.805026,0.013,-0.537,-2.463,-0.996,0.001612903,1053,train,0
S,0.805026,0.036,-0.536,-1.771,-0.757,0.017857143,3284,train,0
S,0.805026,0.046,-0.475,-1.326,-0.585,0.027322404,1107,train,0
S,0.805026,0.06,-0.153,-1.242,-0.445,0.040733198,618,train,0
S,0.805026,0.124,-0.253,-1.362,-0.497,0.005076142,1633,train,0
S,0.805026,0.126,-0.116,-1.166,-0.385,0.006756757,3012,train,0
S,0.805026,0.151,-0.209,-1.061,-0.373,7.96813e-4,494,train,0
S,0.805026,0.25,-0.114,-1,-0.288,0.068493151,2795,test,NA
S,0.805026,0.346,0.086,-0.385,0.016,0.022727273,646,test,NA
S,0.805026,0.439,0.151,-0.241,0.116,0.005959476,979,train,0
S,0.805026,0.706,0.529,0.343,0.526,0.004545455,765,train,0
S,0.805026,0.927,1.667,1.28,1.291,0.195519348,918,test,NA
S,0.808535,0.022,-0.296,-2.135,-0.803,0.001338688,3233,train,0
S,0.808535,0.044,-0.547,-1.65,-0.718,0.015936255,407,train,0
S,0.808535,0.076,-0.326,-1.202,-0.484,0.004385965,2392,test,NA
S,0.808535,0.098,-0.241,-1.268,-0.47,0.002109705,360,train,0
S,0.808535,0.11,-0.197,-1.442,-0.51,0.001451379,39,train,0
S,0.808535,0.2,0.578,-0.417,0.12,0.034155598,2283,train,0
S,0.808535,0.229,0.387,-0.318,0.099,0.095158598,1082,train,0
S,0.808535,0.277,0.072,-0.74,-0.13,0.043405676,1207,test,NA
S,0.808535,0.408,-0.114,-0.482,-0.063,0.013513514,294,train,0
S,0.808535,0.594,0.771,0.221,0.529,0.010358566,3715,train,0
S,0.808535,0.86,1.157,0.821,0.946,0.005555556,2461,test,NA
S,0.812494,0.03,-0.309,-1.851,-0.71,9.98004e-4,1085,train,0
S,0.812494,0.063,-0.423,-1.722,-0.694,0.003984064,170,train,0
S,0.812494,0.089,-0.154,-1.406,-0.49,0.001768034,1832,train,0
S,0.812494,0.119,-0.391,-1.098,-0.457,0.005827506,3636,train,0
S,0.812494,0.429,0.279,-0.454,0.085,7.96813e-4,2592,train,0
S,0.812494,0.713,0.506,0.632,0.617,0.008695652,1812,train,0
S,0.8125,0.112,-0.18,-0.999,-0.356,6.46831e-4,1447,train,0
S,0.8125,0.77,0.77,0.436,0.659,0.003234153,1315,train,0
S,0.81615,0.032,-0.358,-1.907,-0.744,0.002463054,1198,train,0
S,0.81615,0.039,-0.435,-1.836,-0.744,0.010869565,1990,test,NA
S,0.81615,0.042,-0.517,-1.74,-0.738,0.002906977,3070,test,NA
S,0.81615,0.103,-0.422,-1.093,-0.471,0.057471264,3313,test,NA
S,0.81615,0.111,-0.181,-1.004,-0.358,0.004301075,2648,train,0
S,0.81615,0.338,0.654,-0.166,0.275,0.012345679,1577,train,0
S,0.8162,0.114,-0.141,-0.857,-0.295,0.028391167,1248,train,0
S,0.819762,0.031,-0.427,-1.879,-0.758,0.010358566,1104,test,NA
S,0.819762,0.033,-0.698,-1.684,-0.783,0.016686532,140,train,0
S,0.819762,0.068,-0.194,-1.63,-0.585,0.006355932,1387,train,0
S,0.819762,0.127,-0.312,-1.145,-0.443,0.010016694,2650,train,0
S,0.819762,0.153,-0.294,-0.868,-0.336,0.055858311,1825,test,NA
S,0.819762,0.192,-0.191,-1.239,-0.413,0.084210526,2972,train,0
S,0.819762,0.221,-0.154,-0.682,-0.205,0.016393443,1693,test,NA
S,0.8198,0.907,1.544,1.345,1.265,0.202959831,3638,test,NA
S,0.823549,0.038,-0.365,-2.024,-0.784,0.034759358,2649,train,0
S,0.823549,0.049,-0.292,-1.274,-0.506,0.009852217,1493,train,0
S,0.823549,0.178,0.045,-0.685,-0.154,0.002677376,830,train,0
S,0.823549,0.189,-0.07,-0.837,-0.239,0.3,1048,train,0
S,0.823549,0.246,-0.02,-0.742,-0.172,0.038220987,1168,test,NA
S,0.823549,0.276,-0.05,-0.689,-0.154,0.008264463,1306,train,0
S,0.823549,0.31,0.36,-0.177,0.164,0.002150538,573,test,NA
S,0.823549,0.329,0.369,-0.761,-0.021,0.005577689,2057,train,0
S,0.823549,0.475,0.066,0.04,0.194,0.004545455,520,train,0
S,0.823549,0.633,0.57,0.274,0.492,0.026315789,3310,train,0
S,0.823549,0.948,1.647,1.571,1.389,0.103896104,3136,train,1
S,0.8279,0.259,-0.1,-0.858,-0.233,6.46831e-4,1830,train,0
S,0.8279,0.81,0.945,0.814,0.856,0.026427061,3106,test,NA
S,0.827927,0.054,-0.086,-1.735,-0.589,0.00238379,3522,train,0
S,0.827927,0.065,-0.272,-1.49,-0.566,0.002902758,3450,train,0
S,0.827927,0.186,-0.32,-0.877,-0.337,0.01443299,2086,train,0
S,0.827927,0.288,0.368,-0.549,0.036,0.050798258,3423,test,NA
S,0.827927,0.418,0.269,-0.338,0.116,0.064171123,201,train,0
S,0.827927,0.834,1.066,0.891,0.93,0.00476758,853,train,1
S,0.83125,0.061,-0.234,-1.35,-0.508,0.016393443,1015,test,NA
S,0.83125,0.062,-0.201,-1.644,-0.594,0.004966887,470,train,0
S,0.83125,0.063,-0.263,-1.469,-0.556,0.034564958,2334,test,NA
S,0.83125,0.079,-0.356,-1.415,-0.564,0.021052632,1272,train,0
S,0.83125,0.09,0.016,-1.076,-0.323,7.96813e-4,2175,train,0
S,0.83125,0.092,-0.292,-1.218,-0.473,0.077034884,2729,train,0
S,0.83125,0.113,-0.389,-1.096,-0.457,0.013651877,1454,train,0
S,0.83125,0.161,-0.196,-0.675,-0.237,0.023809524,648,train,0
S,0.83125,0.19,-0.211,-0.739,-0.253,0.00998004,149,train,0
S,0.83125,0.241,0.689,-0.427,0.168,0.031007752,101,train,0
S,0.83125,0.251,-0.012,-0.918,-0.226,0.022580645,2174,train,0
S,0.83125,0.643,0.266,-0.21,0.233,0.006825939,1762,train,0
S,0.83125,0.735,0.952,0.318,0.668,0.007117438,2903,train,0
S,0.83125,0.76,0.352,0.442,0.518,0.010727056,3127,train,0
S,0.834292,0.059,-0.316,-1.347,-0.535,0.043643264,786,train,0
S,0.834292,0.075,-0.341,-1.519,-0.595,0.008278146,3601,train,0
S,0.834292,0.122,-0.178,-1.186,-0.414,0.012211669,3329,test,NA
S,0.834292,0.146,-0.031,-1.077,-0.321,7.96813e-4,83,train,0
S,0.834292,0.15,-0.184,-1.091,-0.375,0.005464481,3573,train,0
S,0.834292,0.325,0.705,-0.39,0.213,0.022222222,962,train,0
S,0.834292,0.38,0.558,-0.04,0.299,0.016042781,2160,train,0
S,0.834292,0.455,0.422,-0.264,0.204,0.003092784,1590,train,1
S,0.834292,0.579,0.857,0.44,0.625,0.001165501,3582,train,0
S,0.834292,0.696,0.626,0.265,0.529,0.002192982,413,train,0
S,0.837511,0.041,-0.595,-1.683,-0.746,0.026490066,3541,train,0
S,0.837511,0.041,-0.612,-1.788,-0.786,0.002107482,871,train,0
S,0.837511,0.046,-0.445,-1.508,-0.636,0.013972056,1065,train,0
S,0.837511,0.048,-0.529,-1.571,-0.684,0.098927294,3042,train,0
S,0.837511,0.114,-0.206,-1.089,-0.394,0.071428571,2390,train,0
S,0.837511,0.129,-0.25,-1.002,-0.374,9.98004e-4,1355,train,0
S,0.837511,0.138,-0.456,-0.983,-0.434,0.010869565,807,train,0
S,0.837511,0.171,0.355,-0.579,-0.018,0.004065041,2257,train,0
S,0.837511,0.205,0.143,-0.975,-0.209,8.92459e-4,3709,train,0
S,0.837511,0.248,-0.06,-0.632,-0.148,0.004115226,2050,train,0
S,0.837511,0.859,1.266,0.748,0.958,0.020958084,599,train,0
S,0.84206,0.03,-0.447,-1.589,-0.669,0.010928962,2402,train,0
S,0.84206,0.034,-0.563,-1.674,-0.734,0.019123506,614,train,0
S,0.84206,0.046,-0.359,-1.744,-0.686,0.013110846,1822,train,0
S,0.84206,0.058,-0.151,-1.443,-0.512,0.004504505,1210,test,NA
S,0.84206,0.1,-0.219,-1.473,-0.531,0.008230453,704,train,0
S,0.84206,0.251,-0.092,-0.8,-0.214,0.010204082,2582,train,0
S,0.84206,0.268,0.197,-0.755,-0.097,0.002118644,2171,train,0
S,0.84206,0.903,1.416,1.428,1.249,0.07751938,1235,train,1
S,0.84206,0.917,1.587,1.295,1.266,0.0781893,2080,train,1
S,0.84616,0.362,0.239,-0.213,0.129,0.093198992,697,test,NA
S,0.846163,0.044,-0.342,-1.159,-0.486,0.019457957,961,train,0
S,0.846163,0.066,0.066,-1.258,-0.375,0.009852217,2315,test,NA
S,0.846163,0.133,-0.269,-1.383,-0.506,0.006451613,3592,train,0
S,0.846163,0.219,-0.086,-1.024,-0.297,0.003992016,3160,train,0
S,0.846163,0.351,0.024,-0.484,-0.036,0.001356852,1930,train,0
S,0.846163,0.414,0.777,0.045,0.412,0.004889976,523,train,1
S,0.846163,0.491,-0.086,-0.078,0.109,0.00106082,1268,train,0
S,0.846163,0.557,0.805,0.226,0.529,0.043478261,726,test,NA
S,0.846163,0.638,0.855,0.507,0.667,0.050541516,1892,test,NA
S,0.846163,0.741,0.546,0.006,0.431,0.016393443,3552,train,0
S,0.8462,0.04,-0.289,-1.477,-0.575,6.46831e-4,232,train,0
S,0.8462,0.105,-0.112,-0.856,-0.288,0.001293661,1261,train,0
S,0.8462,0.213,-0.167,-1.003,-0.319,6.46831e-4,3255,train,0
S,0.849326,0.063,-0.488,-1.63,-0.685,0.031798246,1666,test,NA
S,0.849326,0.066,-0.02,-1.266,-0.407,0.003187251,2204,test,NA
S,0.849326,0.07,-0.183,-1.55,-0.554,0.040106952,1338,train,0
S,0.849326,0.108,-0.186,-1.536,-0.538,0.040733198,3045,train,0
S,0.849326,0.121,0.035,-0.931,-0.258,0.011589404,358,test,NA
S,0.849326,0.16,0.064,-0.751,-0.176,0.061099796,678,train,0
S,0.849326,0.188,-0.016,-0.951,-0.26,0.006872852,111,train,0
S,0.849326,0.216,0.282,-1.001,-0.168,0.009561753,1233,train,0
S,0.849326,0.653,0.746,0.398,0.599,0.00106082,3449,train,0
S,0.852992,0.034,-0.499,-1.851,-0.772,0.071428571,1194,test,NA
S,0.852992,0.049,-0.573,-1.798,-0.774,0.015968064,406,test,NA
S,0.852992,0.083,-0.527,-1.241,-0.562,0.002375297,136,train,0
S,0.852992,0.146,0.583,-0.767,-0.013,7.96813e-4,1009,train,0
S,0.852992,0.214,0.178,-0.575,-0.061,7.96813e-4,464,train,0
S,0.852992,0.235,0.503,-0.405,0.111,0.0056926,2996,train,0
S,0.852992,0.405,0.17,-0.55,0.008,0.004780876,2227,test,NA
S,0.852992,0.884,1.248,1.054,1.062,0.071713147,1858,train,0
S,0.856457,0.071,-0.179,-1.202,-0.437,0.010204082,2365,train,0
S,0.856457,0.103,-0.209,-1.048,-0.385,0.002347418,570,train,0
S,0.856457,0.269,0.119,-0.654,-0.089,0.001655629,711,test,NA
S,0.859585,0.048,-0.508,-1.969,-0.81,0.021052632,1450,train,0
S,0.859585,0.051,-0.318,-1.45,-0.572,0.021052632,2037,train,0
S,0.859585,0.06,-0.235,-1.428,-0.534,7.96813e-4,3497,train,0
S,0.859585,0.157,-0.013,-0.891,-0.249,0.029761905,1103,train,0
S,0.859585,0.227,0.132,-0.913,-0.185,0.006802721,3154,test,NA
S,0.859585,0.261,-0.015,-0.37,-0.041,0.011049724,934,train,0
S,0.859585,0.486,0.326,-0.063,0.25,0.020408163,2353,train,0
S,0.859585,0.845,1.479,1,1.108,0.106382979,2015,train,1
S,0.862302,0.023,-0.622,-1.957,-0.852,0.010358566,3525,train,0
S,0.862302,0.043,-0.298,-1.666,-0.64,0.003412969,119,train,0
S,0.862302,0.048,-0.344,-1.444,-0.58,0.005555556,2295,train,0
S,0.862302,0.085,-0.365,-1.714,-0.665,7.96813e-4,1993,train,0
S,0.862302,0.13,-0.179,-0.832,-0.294,0.009487666,2077,train,0
S,0.862302,0.259,0.19,-0.698,-0.083,0.003161222,725,test,NA
S,0.862302,0.316,0.059,-0.589,-0.071,0.1,1045,train,0
S,0.862302,0.46,0.261,-0.292,0.143,0.002994012,1214,test,NA
S,0.865454,0.026,-0.402,-1.924,-0.767,0.004694836,2644,train,0
S,0.865454,0.053,-0.522,-1.838,-0.769,0.023809524,2429,train,0
S,0.865454,0.057,-0.206,-1.334,-0.494,0.008278146,135,train,0
S,0.865454,0.066,-0.251,-1.235,-0.473,0.001737318,1145,train,0
S,0.865454,0.156,-0.172,-1.02,-0.345,0.011494253,1564,train,0
S,0.865454,0.165,-0.175,-1.159,-0.39,0.047011952,2048,train,0
S,0.865454,0.168,-0.096,-1.359,-0.429,0.00203666,3481,train,0
S,0.865454,0.17,0.007,-0.598,-0.14,0.00292887,2605,train,0
S,0.865454,0.26,-0.095,-1.179,-0.338,0.149425287,2839,train,0
S,0.865454,0.271,0.033,-0.635,-0.11,0.007151371,172,train,0
S,0.865454,0.499,0.356,-0.043,0.271,0.084210526,237,train,0
S,0.865454,0.535,0.755,0.315,0.535,7.96813e-4,881,train,0
S,0.865454,0.964,1.63,1.693,1.429,0.097826087,2673,train,1
S,0.868118,0.038,-0.629,-1.838,-0.81,0.002118644,27,train,0
S,0.868118,0.048,-0.543,-1.358,-0.618,0.016042781,1615,train,0
S,0.868118,0.067,-0.526,-1.643,-0.701,0.038696538,1731,train,0
S,0.868118,0.1,-0.144,-1.374,-0.473,0.02739726,10,train,0
